n_upper,n_lower,lambda_vacuum_angstrom,lambda_air_angstrom,rel_flux_hbeta,rel_flux_sum_norm,source,te_k,log10_ne_cm3,case,notes
84,2,3649.1220,3648.0825,1.526104e-04,1.308744e-04,extrapolated_asymptotic_fit,15000.0,9.0,B,
85,2,3649.0736,3648.0341,1.472867e-04,1.263089e-04,extrapolated_asymptotic_fit,15000.0,9.0,B,
86,2,3649.0269,3647.9874,1.422080e-04,1.219536e-04,extrapolated_asymptotic_fit,15000.0,9.0,B,
87,2,3648.9818,3647.9423,1.373603e-04,1.177963e-04,extrapolated_asymptotic_fit,15000.0,9.0,B,
88,2,3648.9382,3647.8987,1.327306e-04,1.138260e-04,extrapolated_asymptotic_fit,15000.0,9.0,B,
89,2,3648.8960,3647.8566,1.283068e-04,1.100323e-04,extrapolated_asymptotic_fit,15000.0,9.0,B,
90,2,3648.8553,3647.8158,1.240776e-04,1.064055e-04,extrapolated_asymptotic_fit,15000.0,9.0,B,
91,2,3648.8159,3647.7764,1.200324e-04,1.029364e-04,extrapolated_asymptotic_fit,15000.0,9.0,B,
92,2,3648.7777,3647.7383,1.161612e-04,9.961658e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
93,2,3648.7408,3647.7014,1.124549e-04,9.643812e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
94,2,3648.7051,3647.6657,1.089047e-04,9.339356e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
95,2,3648.6705,3647.6311,1.055024e-04,9.047591e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
96,2,3648.6370,3647.5976,1.022406e-04,8.767863e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
97,2,3648.6045,3647.5651,9.911190e-05,8.499557e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
98,2,3648.5730,3647.5336,9.610969e-05,8.242095e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
99,2,3648.5424,3647.5031,9.322760e-05,7.994936e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
100,2,3648.5128,3647.4734,9.045969e-05,7.757567e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
101,2,3648.4840,3647.4447,8.780036e-05,7.529511e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
102,2,3648.4561,3647.4167,8.524433e-05,7.310313e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
103,2,3648.4290,3647.3896,8.278663e-05,7.099548e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
104,2,3648.4026,3647.3633,8.042258e-05,6.896814e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
105,2,3648.3770,3647.3377,7.814776e-05,6.701731e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
106,2,3648.3522,3647.3129,7.595799e-05,6.513943e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
107,2,3648.3280,3647.2887,7.384934e-05,6.333111e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
108,2,3648.3045,3647.2652,7.181808e-05,6.158916e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
109,2,3648.2816,3647.2424,6.986069e-05,5.991055e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
110,2,3648.2594,3647.2201,6.797384e-05,5.829245e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
111,2,3648.2378,3647.1985,6.615439e-05,5.673214e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
112,2,3648.2167,3647.1774,6.439934e-05,5.522706e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
113,2,3648.1962,3647.1569,6.270588e-05,5.377479e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
114,2,3648.1762,3647.1370,6.107132e-05,5.237304e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
115,2,3648.1568,3647.1175,5.949312e-05,5.101962e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
116,2,3648.1378,3647.0986,5.796887e-05,4.971247e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
117,2,3648.1194,3647.0801,5.649630e-05,4.844963e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
118,2,3648.1014,3647.0621,5.507321e-05,4.722923e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
119,2,3648.0838,3647.0446,5.369756e-05,4.604951e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
120,2,3648.0667,3647.0275,5.236738e-05,4.490879e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
121,2,3648.0500,3647.0108,5.108081e-05,4.380546e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
122,2,3648.0338,3646.9945,4.983607e-05,4.273801e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
123,2,3648.0179,3646.9787,4.863148e-05,4.170498e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
124,2,3648.0024,3646.9632,4.746542e-05,4.070501e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
125,2,3647.9873,3646.9480,4.633638e-05,3.973677e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
126,2,3647.9725,3646.9333,4.524289e-05,3.879903e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
127,2,3647.9581,3646.9189,4.418357e-05,3.789058e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
128,2,3647.9440,3646.9048,4.315708e-05,3.701029e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
129,2,3647.9302,3646.8910,4.216217e-05,3.615708e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
130,2,3647.9168,3646.8776,4.119763e-05,3.532992e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
131,2,3647.9036,3646.8645,4.026231e-05,3.452782e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
132,2,3647.8908,3646.8516,3.935511e-05,3.374983e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
133,2,3647.8783,3646.8391,3.847498e-05,3.299506e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
134,2,3647.8660,3646.8268,3.762093e-05,3.226264e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
135,2,3647.8540,3646.8148,3.679198e-05,3.155176e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
136,2,3647.8423,3646.8031,3.598723e-05,3.086163e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
137,2,3647.8308,3646.7916,3.520579e-05,3.019149e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
138,2,3647.8196,3646.7804,3.444683e-05,2.954063e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
139,2,3647.8086,3646.7694,3.370955e-05,2.890836e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
140,2,3647.7978,3646.7587,3.299318e-05,2.829402e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
141,2,3647.7873,3646.7481,3.229698e-05,2.769697e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
142,2,3647.7770,3646.7378,3.162024e-05,2.711662e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
143,2,3647.7669,3646.7277,3.096229e-05,2.655239e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
144,2,3647.7570,3646.7179,3.032248e-05,2.600371e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
145,2,3647.7474,3646.7082,2.970020e-05,2.547005e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
146,2,3647.7379,3646.6987,2.909484e-05,2.495091e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
147,2,3647.7286,3646.6894,2.850583e-05,2.444579e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
148,2,3647.7195,3646.6804,2.793263e-05,2.395423e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
149,2,3647.7106,3646.6714,2.737470e-05,2.347577e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
150,2,3647.7018,3646.6627,2.683154e-05,2.300997e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
151,2,3647.6933,3646.6542,2.630267e-05,2.255643e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
152,2,3647.6849,3646.6458,2.578762e-05,2.211474e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
153,2,3647.6767,3646.6375,2.528594e-05,2.168451e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
154,2,3647.6686,3646.6295,2.479720e-05,2.126538e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
155,2,3647.6607,3646.6216,2.432098e-05,2.085699e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
156,2,3647.6529,3646.6138,2.385689e-05,2.045900e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
157,2,3647.6453,3646.6062,2.340454e-05,2.007108e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
158,2,3647.6378,3646.5987,2.296357e-05,1.969291e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
159,2,3647.6305,3646.5914,2.253361e-05,1.932418e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
160,2,3647.6233,3646.5842,2.211432e-05,1.896462e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
161,2,3647.6163,3646.5771,2.170538e-05,1.861392e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
162,2,3647.6093,3646.5702,2.130647e-05,1.827183e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
163,2,3647.6025,3646.5634,2.091729e-05,1.793807e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
164,2,3647.5958,3646.5567,2.053753e-05,1.761240e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
165,2,3647.5893,3646.5502,2.016691e-05,1.729458e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
166,2,3647.5828,3646.5437,1.980517e-05,1.698436e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
167,2,3647.5765,3646.5374,1.945203e-05,1.668152e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
168,2,3647.5703,3646.5312,1.910725e-05,1.638584e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
169,2,3647.5642,3646.5251,1.877057e-05,1.609711e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
170,2,3647.5582,3646.5191,1.844176e-05,1.581514e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
171,2,3647.5523,3646.5132,1.812060e-05,1.553971e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
172,2,3647.5465,3646.5075,1.780685e-05,1.527065e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
173,2,3647.5409,3646.5018,1.750031e-05,1.500777e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
174,2,3647.5353,3646.4962,1.720077e-05,1.475089e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
175,2,3647.5298,3646.4907,1.690803e-05,1.449985e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
176,2,3647.5244,3646.4853,1.662191e-05,1.425448e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
177,2,3647.5191,3646.4800,1.634220e-05,1.401461e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
178,2,3647.5139,3646.4748,1.606875e-05,1.378010e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
179,2,3647.5087,3646.4696,1.580136e-05,1.355080e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
180,2,3647.5037,3646.4646,1.553988e-05,1.332656e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
181,2,3647.4987,3646.4596,1.528414e-05,1.310725e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
182,2,3647.4938,3646.4548,1.503399e-05,1.289272e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
183,2,3647.4890,3646.4500,1.478927e-05,1.268286e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
184,2,3647.4843,3646.4452,1.454984e-05,1.247753e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
185,2,3647.4797,3646.4406,1.431555e-05,1.227661e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
186,2,3647.4751,3646.4360,1.408627e-05,1.207998e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
187,2,3647.4706,3646.4315,1.386186e-05,1.188754e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
188,2,3647.4662,3646.4271,1.364220e-05,1.169916e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
189,2,3647.4618,3646.4227,1.342715e-05,1.151475e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
190,2,3647.4575,3646.4184,1.321661e-05,1.133419e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
191,2,3647.4533,3646.4142,1.301045e-05,1.115739e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
192,2,3647.4491,3646.4101,1.280856e-05,1.098426e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
193,2,3647.4451,3646.4060,1.261082e-05,1.081469e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
194,2,3647.4410,3646.4020,1.241714e-05,1.064859e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
195,2,3647.4371,3646.3980,1.222741e-05,1.048588e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
196,2,3647.4332,3646.3941,1.204153e-05,1.032648e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
197,2,3647.4293,3646.3902,1.185940e-05,1.017028e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
198,2,3647.4255,3646.3865,1.168092e-05,1.001723e-05,extrapolated_asymptotic_fit,15000.0,9.0,B,
199,2,3647.4218,3646.3827,1.150602e-05,9.867234e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
200,2,3647.4181,3646.3790,1.133459e-05,9.720220e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
201,2,3647.4145,3646.3754,1.116655e-05,9.576115e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
202,2,3647.4109,3646.3719,1.100181e-05,9.434846e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
203,2,3647.4074,3646.3683,1.084031e-05,9.296344e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
204,2,3647.4039,3646.3649,1.068195e-05,9.160542e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
205,2,3647.4005,3646.3615,1.052667e-05,9.027374e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
206,2,3647.3972,3646.3581,1.037438e-05,8.896777e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
207,2,3647.3939,3646.3548,1.022502e-05,8.768689e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
208,2,3647.3906,3646.3515,1.007851e-05,8.643049e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
209,2,3647.3874,3646.3483,9.934796e-06,8.519801e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
210,2,3647.3842,3646.3451,9.793800e-06,8.398886e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
211,2,3647.3811,3646.3420,9.655461e-06,8.280250e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
212,2,3647.3780,3646.3389,9.519717e-06,8.163840e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
213,2,3647.3749,3646.3359,9.386508e-06,8.049604e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
214,2,3647.3719,3646.3329,9.255774e-06,7.937490e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
215,2,3647.3690,3646.3299,9.127459e-06,7.827451e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
216,2,3647.3661,3646.3270,9.001506e-06,7.719438e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
217,2,3647.3632,3646.3241,8.877863e-06,7.613404e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
218,2,3647.3604,3646.3213,8.756475e-06,7.509305e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
219,2,3647.3576,3646.3185,8.637291e-06,7.407097e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
220,2,3647.3548,3646.3158,8.520263e-06,7.306737e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
221,2,3647.3521,3646.3130,8.405340e-06,7.208182e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
222,2,3647.3494,3646.3104,8.292477e-06,7.111394e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
223,2,3647.3467,3646.3077,8.181627e-06,7.016332e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
224,2,3647.3441,3646.3051,8.072745e-06,6.922959e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
225,2,3647.3416,3646.3025,7.965789e-06,6.831236e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
226,2,3647.3390,3646.3000,7.860715e-06,6.741127e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
227,2,3647.3365,3646.2975,7.757482e-06,6.652597e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
228,2,3647.3340,3646.2950,7.656050e-06,6.565613e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
229,2,3647.3316,3646.2925,7.556381e-06,6.480139e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
230,2,3647.3292,3646.2901,7.458435e-06,6.396143e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
231,2,3647.3268,3646.2877,7.362176e-06,6.313594e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
232,2,3647.3244,3646.2854,7.267568e-06,6.232461e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
233,2,3647.3221,3646.2831,7.174575e-06,6.152713e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
234,2,3647.3198,3646.2808,7.083163e-06,6.074320e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
235,2,3647.3175,3646.2785,6.993298e-06,5.997255e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
236,2,3647.3153,3646.2763,6.904949e-06,5.921489e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
237,2,3647.3131,3646.2741,6.818082e-06,5.846995e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
238,2,3647.3109,3646.2719,6.732668e-06,5.773746e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
239,2,3647.3088,3646.2697,6.648675e-06,5.701716e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
240,2,3647.3067,3646.2676,6.566075e-06,5.630881e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
241,2,3647.3046,3646.2655,6.484839e-06,5.561214e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
242,2,3647.3025,3646.2635,6.404938e-06,5.492694e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
243,2,3647.3004,3646.2614,6.326345e-06,5.425295e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
244,2,3647.2984,3646.2594,6.249034e-06,5.358995e-06,extrapolated_asymptotic_fit,15000.0,9.0,B,
