lam,flux,err
3713.1256815027,575.0939331054688,15.692233085632324
3716.1746017808214,595.6141357421875,16.09829330444336
3719.223522058943,583.9484252929688,15.944774627685547
3722.2724423370646,596.4171752929688,15.94190502166748
3725.321362615186,599.8702392578125,15.927223205566406
3728.3702828933074,620.0465698242188,16.071928024291992
3731.419203171429,611.8837890625,15.77945613861084
3734.4681234495506,607.19921875,15.567172050476074
3737.517043727672,625.0557861328125,15.68205738067627
3740.5659640057934,623.578125,15.549378395080566
3743.614884283915,599.5048217773438,15.21438217163086
3746.6638045620366,616.4559326171875,15.358528137207031
3749.712724840158,606.5099487304688,15.16520881652832
3752.7616451182794,622.427734375,15.282059669494629
3755.810565396401,641.9675903320312,15.456412315368652
3758.8594856745226,629.5658569335938,15.14362907409668
3761.908405952644,634.3516235351562,14.996301651000977
3764.9573262307654,608.0687255859375,14.63864517211914
3768.006246508887,644.1395263671875,14.97719955444336
3771.0551667870086,623.325927734375,14.681178092956543
3774.10408706513,617.98095703125,14.531954765319824
3777.1530073432514,600.8829956054688,14.214588165283203
3780.201927621373,603.2091064453125,14.16702938079834
3783.2508478994946,620.2464599609375,14.29233169555664
3786.299768177616,627.160400390625,14.282296180725098
3789.3486884557374,617.31884765625,14.106948852539062
3792.397608733859,625.364501953125,14.139198303222656
3795.4465290119806,642.150390625,14.242213249206543
3798.495449290102,645.1180419921875,14.11068058013916
3801.5443695682234,640.5383911132812,13.982101440429688
3804.593289846345,683.80517578125,14.33618450164795
3807.6422101244666,783.8870239257812,15.21877670288086
3810.691130402588,951.608642578125,16.58379364013672
3813.7400506807094,1161.5391845703125,18.046707153320312
3816.788970958831,1367.3599853515625,19.376541137695312
3819.8378912369526,1261.0025634765625,18.554534912109375
3822.886811515074,967.2693481445312,16.296558380126953
3825.9357317931954,734.6801147460938,14.299753189086914
3828.984652071317,649.7794799804688,13.461238861083984
3832.0335723494386,624.8389282226562,13.15320873260498
3835.08249262756,609.2308959960938,12.927294731140137
3838.1314129056814,609.938232421875,12.874651908874512
3841.180333183803,613.0661010742188,12.917956352233887
3844.2292534619246,606.5721435546875,12.741769790649414
3847.278173740046,605.7181396484375,12.639837265014648
3850.3270940181674,630.5118408203125,12.817044258117676
3853.376014296289,610.731201171875,12.607026100158691
3856.4249345744106,584.4959716796875,12.291159629821777
3859.473854852532,604.6914672851562,12.41051197052002
3862.5227751306534,574.089599609375,12.051727294921875
3865.571695408775,563.5734252929688,11.881393432617188
3868.6206156868966,575.7689208984375,11.928845405578613
3871.669535965018,580.803955078125,11.97651195526123
3874.7184562431394,566.6423950195312,11.768743515014648
3877.767376521261,561.0330200195312,11.63795280456543
3880.8162967993826,541.387939453125,11.402973175048828
3883.865217077504,544.8908081054688,11.376594543457031
3886.9141373556254,548.26220703125,11.356812477111816
3889.963057633747,551.82958984375,11.359695434570312
3893.0119779118686,531.1689453125,11.118157386779785
3896.06089818999,542.9318237304688,11.187122344970703
3899.1098184681114,533.3150024414062,11.027283668518066
3902.158738746233,520.9071655273438,10.896096229553223
3905.2076590243546,518.3536376953125,10.835381507873535
3908.256579302476,531.947265625,10.916136741638184
3911.3054995805974,531.702880859375,10.893546104431152
3914.354419858719,549.6356811523438,11.02943229675293
3917.4033401368406,536.020751953125,10.907794952392578
3920.452260414962,540.6676635742188,10.912299156188965
3923.5011806930834,542.0131225585938,10.878278732299805
3926.550100971205,545.9072875976562,10.825623512268066
3929.5990212493266,540.872314453125,10.767584800720215
3932.647941527448,550.561767578125,10.813620567321777
3935.6968618055694,549.814208984375,10.736948013305664
3938.745782083691,550.9095458984375,10.698305130004883
3941.7947023618126,516.9136352539062,10.375545501708984
3944.843622639934,523.1162719726562,10.404794692993164
3947.8925429180554,609.5499877929688,11.132797241210938
3950.941463196177,698.0873413085938,11.851601600646973
3953.9903834742986,792.6961059570312,12.560331344604492
3957.03930375242,856.8346557617188,12.968084335327148
3960.0882240305414,789.20361328125,12.40701675415039
3963.137144308663,669.2178344726562,11.473104476928711
3966.1860645867846,590.8694458007812,10.721074104309082
3969.234984864906,547.0604248046875,10.300799369812012
3972.2839051430274,554.9599609375,10.350141525268555
3975.332825421149,561.2469482421875,10.386787414550781
3978.3817456992706,568.9442138671875,10.429219245910645
3981.430665977392,574.4906616210938,10.484691619873047
3984.4795862555134,568.5291137695312,10.423833847045898
3987.528506533635,549.2130126953125,10.226436614990234
3990.5774268117566,519.4276733398438,9.950228691101074
3993.626347089878,500.9588623046875,9.759841918945312
3996.6752673679994,503.5599060058594,9.760846138000488
3999.724187646121,515.9873657226562,9.841845512390137
4002.7731079242426,508.12506103515625,9.755254745483398
4005.822028202364,498.2518615722656,9.607914924621582
4008.8709484804854,487.66455078125,9.487165451049805
4011.919868758607,480.185546875,9.392498016357422
4014.9687890367286,452.4901123046875,9.134306907653809
4018.01770931485,433.5734558105469,8.941168785095215
4021.0666295929714,472.2106628417969,9.244174003601074
4024.115549871093,502.7142028808594,9.49480152130127
4027.1644701492146,503.79583740234375,9.502996444702148
4030.213390427336,502.96026611328125,9.483868598937988
4033.2623107054574,507.5393371582031,9.489642143249512
4036.311230983579,504.3252258300781,9.448695182800293
4039.3601512617006,500.98834228515625,9.380842208862305
4042.409071539822,523.949951171875,9.570213317871094
4045.4579918179434,528.0122680664062,9.585123062133789
4048.506912096065,544.905029296875,9.690048217773438
4051.5558323741866,557.06201171875,9.764485359191895
4054.604752652308,621.821044921875,10.253931045532227
4057.6536729304294,659.1031494140625,10.523101806640625
4060.702593208551,619.4019775390625,10.189528465270996
